X,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,1d,1w,1m,6m
D,2021-06-08 16:11:00,2021-06-07 00:00:00,JCI,Johnson Controls International Plc,Minella Lynn C,"VP, CHRO",S - Sale+OE,$66.44 ,"-75,325","77,009",-49%,"($5,004,713)",,,,
,2021-06-08 16:10:00,2021-06-07 00:00:00,NOTV,"Inotiv, Inc.",Sagartz John E,Chief Strategy Officer,P - Purchase,$28.70 ,"1,742","648,524",0%,"$49,995 ",,,,
,2021-06-08 16:12:00,2021-06-07 00:00:00,BYND,"Beyond Meat, Inc.",Shah Sanjay C,COO,S - Sale,$151.31 ,"-4,833","38,843",-11%,"($731,284)",,,,
,2021-06-08 16:14:00,2021-06-07 00:00:00,BXRX,"Baudax Bio, Inc.",Churchill Winston J,Dir,P - Purchase,$0.78 ,"25,000","163,685",18%,"$19,509 ",,,,
,2021-06-08 16:15:00,2021-06-07 00:00:00,QUOT,Quotient Technology Inc.,Boal Steven R.,"CEO, COB",S - Sale,$11.14 ,"-5,000","4,551,992",0%,"($55,707)",,,,
,2021-06-08 16:16:00,2021-06-07 00:00:00,QUOT,Quotient Technology Inc.,Raskin Scott David,Pres,S - Sale,$11.15 ,"-5,000","714,479",-1%,"($55,770)",,,,
D,2021-06-08 16:16:00,2021-06-07 00:00:00,MXL,Maxlinear Inc,Lougheed James,See remarks,S - Sale+OE,$37.72 ,"-19,622","86,040",-19%,"($740,165)",,,,
,2021-06-08 16:18:00,2021-06-07 00:00:00,COST,Costco Wholesale Corp /new,Callans Patrick J,EVP,S - Sale,$384.31 ,"-2,500","57,218",-4%,"($960,775)",,,,
,2021-06-08 16:22:00,2021-06-07 00:00:00,EGHT,8X8 Inc /de/,Sipes David,CEO,P - Purchase,$23.47 ,"43,000","518,728",9%,"$1,009,210 ",,,,
,2021-06-08 16:29:00,2021-06-07 00:00:00,CRNC,Cerence Inc.,Ortmanns Stefan,EVP,S - Sale,$110.00 ,"-1,354","147,963",-1%,"($148,940)",,,,
,2021-06-08 16:31:00,2021-06-07 00:00:00,QRVO,"Qorvo, Inc.",Harrison Gina,"VP, Corporate Controller",S - Sale,$183.25 ,"-1,113","15,403",-7%,"($203,957)",,,,
D,2021-06-08 16:31:00,2021-06-07 00:00:00,PTON,"Peloton Interactive, Inc.",Garavaglia Mariana,Chief Bus. Operations Officer,S - Sale+OE,$110.00 ,"-10,416","2,161",-83%,"($1,145,760)",,,,
,2021-06-08 16:30:00,2021-06-07 00:00:00,ROL,Rollins Inc,Paul Edward Northen,"SVP, CFO, Treasurer",P - Purchase,$32.74 ,2,"176,129",0%,$65 ,,,,
,2021-06-08 16:30:00,2021-06-07 00:00:00,KBLB,"Kraig Biocraft Laboratories, Inc",Thompson Kimberly Kraig,"CEO, CFO, 10%",S - Sale,$0.00 ,"-30,000","204,227,299",0%,$0 ,,,,
,2021-06-08 16:30:00,2021-06-07 00:00:00,MKTX,Marketaxess Holdings Inc,Themelis Nicholas,CIO,S - Sale,$445.00 ,"-4,000","13,587",-23%,"($1,780,002)",,,,
,2021-06-08 16:30:00,2021-06-07 00:00:00,MIME,Mimecast Ltd,Bauer Peter,CEO,S - Sale,$50.84 ,"-7,500","3,326,247",0%,"($381,286)",,,,
D,2021-06-08 16:32:00,2021-06-07 00:00:00,BIGC,"Bigcommerce Holdings, Inc.",Mengoli Jeff,"GC, Secretary",S - Sale+OE,$59.08 ,"-3,000","122,409",-2%,"($177,237)",,,,
,2021-06-08 16:31:00,2021-06-07 00:00:00,BIGC,"Bigcommerce Holdings, Inc.",Ostryniec Marc,Chief Sales Officer,S - Sale,$59.04 ,"-8,268","58,157",-12%,"($488,137)",,,,
,2021-06-08 16:36:00,2021-06-07 00:00:00,NUAN,"Nuance Communications, Inc.",Weideman Robert,"EVP, GM, Enterprise Division",S - Sale,$55.00 ,"-11,182","447,960",-2%,"($615,010)",,,,
,2021-06-08 16:35:00,2021-06-07 00:00:00,HA,Hawaiian Holdings Inc,Swelbar William S,Dir,S - Sale,$25.95 ,"-4,000","25,461",-14%,"($103,790)",,,,
,2021-06-08 16:36:00,2021-06-07 00:00:00,EQIX,Equinix Inc,Hromadko Gary,Dir,S - Sale,$796.00 ,"-10,000","150,335",-6%,"($7,960,004)",,,,
,2021-06-08 16:38:00,2021-06-07 00:00:00,REG,Regency Centers Corp,Leavitt J Christian,Chief Accounting Officer,S - Sale,$66.71 ,"-1,600","22,110",-7%,"($106,736)",,,,
,2021-06-08 16:40:00,2021-06-07 00:00:00,EQIX,Equinix Inc,Meyers Charles J,"CEO, Pres",S - Sale,$795.42 ,"-5,051","7,510",-40%,"($4,017,644)",,,,
D,2021-06-08 16:49:00,2021-06-07 00:00:00,NVCR,Novocure Ltd,Leung Gabriel,Dir,S - Sale+OE,$204.55 ,"-1,000","72,045",-1%,"($204,550)",,,,
D,2021-06-08 16:48:00,2021-06-07 00:00:00,CVS,Cvs Health Corp,Finke Daniel P,"EVP, Pres, Health Care Benefit",S - Sale+OE,$86.60 ,"-37,594","52,052",-42%,"($3,255,640)",,,,
D,2021-06-08 16:47:00,2021-06-07 00:00:00,TW,Tradeweb Markets Inc.,Friedman Douglas,"GC, Secretary",S - Sale+OE,$81.42 ,"-28,696","65,105",-31%,"($2,336,334)",,,,
D,2021-06-08 16:46:00,2021-06-07 00:00:00,OPRX,Optimizerx Corp,Baker Douglas P,CFO,S - Sale+OE,$52.62 ,"-14,500","165,934",-8%,"($762,990)",,,,
D,2021-06-08 16:54:00,2021-06-07 00:00:00,CC,Chemours Co,Sparks Edwin C,"Pres, Titan Tech Chem Sol",S - Sale+OE,$36.10 ,"-28,521","88,633",-24%,"($1,029,608)",,,,
,2021-06-08 17:02:00,2021-06-07 00:00:00,TTEC,"Ttec Holdings, Inc.",Frerichs Robert N,Dir,S - Sale,$110.00 ,"-5,908","14,966",-28%,"($649,880)",,,,
,2021-06-08 17:10:00,2021-06-07 00:00:00,BCO,Brinks Co,Parks James K,SVP,S - Sale,$72.95 ,"-10,281","10,777",-49%,"($749,950)",,,,
D,2021-06-08 17:10:00,2021-06-07 00:00:00,DNLI,Denali Therapeutics Inc.,Tessier-Lavigne Marc,Dir,S - Sale+OE,$70.35 ,"-94,378","2,544,370",-4%,"($6,639,523)",,,,
D,2021-06-08 17:17:00,2021-06-07 00:00:00,UIS,Unisys Corp,Hutto Eric,"Pres, COO",S - Sale+OE,$27.55 ,"-12,135","172,722",-7%,"($334,367)",,,,
D,2021-06-08 17:22:00,2021-06-07 00:00:00,CRM,"Salesforce.Com, Inc.",Tallapragada Srinivas,"Pres, Chief Engineering Office",S - Sale+OE,$236.60 ,"-5,000","62,204",-7%,"($1,183,000)",,,,
,2021-06-08 17:28:00,2021-06-07 00:00:00,JBL,Jabil Inc,Katz Robert L,"EVP, GC, CCO, Assist.Corp Sec",S - Sale,$58.00 ,"-2,735","170,118",-2%,"($158,631)",,,,
,2021-06-08 17:29:00,2021-06-07 00:00:00,TRST,Trustco Bank Corp N Y,Curley Kevin M,"EVP, COO",P - Purchase,$36.05 ,430,"23,651",2%,"$15,502 ",,,,
D,2021-06-08 17:32:00,2021-06-07 00:00:00,AVLR,"Avalara, Inc.",Tennenbaum Ross,See Remarks,S - Sale+OE,$123.56 ,"-1,580","64,717",-2%,"($195,225)",,,,
,2021-06-08 17:32:00,2021-06-07 00:00:00,ADMS,Adamas Pharmaceuticals Inc,Demski Martha J,Dir,S - Sale,$5.17 ,"-2,000","21,000",-9%,"($10,340)",,,,
D,2021-06-08 17:37:00,2021-06-07 00:00:00,CZWI,Citizens Community Bancorp Inc.,Bianchi Stephen M,"CEO, Pres",P - Purchase,$13.87 ,700,"95,848",1%,"$9,710 ",,,,
,2021-06-08 17:59:00,2021-06-07 00:00:00,APTS,Preferred Apartment Communities Inc,Finley Sara,Dir,P - Purchase,$10.51 ,"5,000","32,594",18%,"$52,550 ",,,,
D,2021-06-08 18:01:00,2021-06-07 00:00:00,NPTN,Neophotonics Corp,Cheung Chiyue,COO,S - Sale+OE,$10.52 ,"-14,400",0,-100%,"($151,455)",,,,
D,2021-06-08 18:05:00,2021-06-07 00:00:00,HNGR,"Hanger, Inc.",Asar Vinit K,"Pres, CEO",S - Sale+OE,$25.86 ,"-15,000","768,219",-2%,"($387,956)",,,,
,2021-06-08 18:16:00,2021-06-07 00:00:00,TYME,"Tyme Technologies, Inc.",Demurjian Michael,10%,S - Sale,$1.61 ,"-20,000","24,538,546",0%,"($32,210)",,,,
M,2021-06-08 18:18:00,2021-06-07 00:00:00,ALG,Alamo Group Inc,Robinson Ronald A,Employee,S - Sale,$150.80 ,"-2,359","218,424",-1%,"($355,743)",,,,
,2021-06-08 18:19:00,2021-06-07 00:00:00,BXMT,"Blackstone Mortgage Trust, Inc.",Armer Douglas N.,EVP,S - Sale,$32.78 ,"-1,278","93,733",-1%,"($41,893)",,,,
M,2021-06-08 18:19:00,2021-06-07 00:00:00,ELF,"E.L.F. Beauty, Inc.",Fields Mandy J,See Remarks,S - Sale,$27.60 ,"-39,824","150,871",-21%,"($1,098,961)",,,,
,2021-06-08 18:22:00,2021-06-07 00:00:00,BXMT,"Blackstone Mortgage Trust, Inc.",Keenan Katharine A,Pres,S - Sale,$32.79 ,"-2,310","89,231",-3%,"($75,745)",,,,
,2021-06-08 18:25:00,2021-06-07 00:00:00,BXMT,"Blackstone Mortgage Trust, Inc.",Marone Anthony F. Jr,CFO,S - Sale,$32.77 ,-798,"38,695",-2%,"($26,150)",,,,
,2021-06-08 18:38:00,2021-06-07 00:00:00,KLR,"Kaleyra, Inc.",Dall'Aglio Giacomo,"EVP, CFO",S - Sale,$11.49 ,"-11,585","400,012",-3%,"($133,112)",,,,
D,2021-06-08 18:37:00,2021-06-07 00:00:00,CDNA,"Caredx, Inc.",King Sasha,CMO,S - Sale+OE,$90.01 ,"-8,071","47,519",-15%,"($726,461)",,,,
D,2021-06-08 18:39:00,2021-06-07 00:00:00,CDNA,"Caredx, Inc.",Seeto Reginald,See Remarks,S - Sale+OE,$90.01 ,"-9,973","142,634",-7%,"($897,644)",,,,
D,2021-06-08 18:41:00,2021-06-07 00:00:00,CDNA,"Caredx, Inc.",Maag Peter,Exec Chair,S - Sale+OE,$86.25 ,"-26,500","373,944",-7%,"($2,285,752)",,,,
D,2021-06-08 18:44:00,2021-06-07 00:00:00,ALKS,Alkermes Plc.,Anstice David W,Dir,S - Sale+OE,$24.00 ,"-5,000","73,081",-6%,"($120,000)",,,,
,2021-06-08 18:47:00,2021-06-07 00:00:00,IRBT,Irobot Corp,Ali Mohamad,Dir,S - Sale,$97.48 ,-897,"13,068",-6%,"($87,440)",,,,
,2021-06-08 18:49:00,2021-06-07 00:00:00,IRBT,Irobot Corp,Ellinger Deborah G,Dir,S - Sale,$97.48 ,-850,"19,920",-4%,"($82,858)",,,,
,2021-06-08 18:51:00,2021-06-07 00:00:00,IRBT,Irobot Corp,Finney Elisha W,Dir,S - Sale,$97.48 ,"-1,067","6,729",-14%,"($104,011)",,,,
D,2021-06-08 18:50:00,2021-06-07 00:00:00,ALKS,Alkermes Plc.,Gaffin David Joseph,"SVP, CLO, Alkermes, Inc.",S - Sale+OE,$24.00 ,"-13,500","74,597",-15%,"($324,000)",,,,
,2021-06-08 18:52:00,2021-06-07 00:00:00,IRBT,Irobot Corp,Miller Andrew,Dir,S - Sale,$97.48 ,"-1,046","5,339",-16%,"($101,964)",,,,
D,2021-06-08 19:03:00,2021-06-07 00:00:00,BJRI,Bjs Restaurants Inc,Krakower Brian S,CIO,S - Sale+OE,$51.72 ,"-4,924","3,639",-58%,"($254,669)",,,,
M,2021-06-08 19:01:00,2021-06-07 00:00:00,ARI,"Apollo Commercial Real Estate Finance, Inc.",Rothstein Stuart,"Pres, CEO",S - Sale,$16.58 ,"-73,057","337,245",-18%,"($1,211,622)",,,,
D,2021-06-08 19:05:00,2021-06-07 00:00:00,DRNA,Dicerna Pharmaceuticals Inc,Brown Bob D,"Chief Scientific Ofr., EVP R,",S - Sale+OE,$33.00 ,"-10,000","21,517",-32%,"($330,000)",,,,
,2021-06-08 19:12:00,2021-06-07 00:00:00,SMLR,"Semler Scientific, Inc.",Murphy-Chutorian Douglas,"CEO, 10%",S - Sale,$109.45 ,"-1,250","48,571",-3%,"($136,817)",,,,
D,2021-06-08 19:22:00,2021-06-07 00:00:00,PMVP,"Pmv Pharmaceuticals, Inc.",Alland Leila,Chief Medical Officer,S - Sale+OE,$33.60 ,"-4,000",0,-100%,"($134,387)",,,,
,2021-06-08 19:30:00,2021-06-07 00:00:00,OSIS,Osi Systems Inc,Sze Victor S,GC,S - Sale,$96.03 ,"-25,000","177,674",-12%,"($2,400,750)",,,,
M,2021-06-08 19:36:00,2021-06-07 00:00:00,PMT,Pennymac Mortgage Investment Trust,Sullivan Marianne,Dir,S - Sale,$20.49 ,"-69,961","44,341",-61%,"($1,433,831)",,,,
D,2021-06-08 19:37:00,2021-06-07 00:00:00,BILL,"Bill.Com Holdings, Inc.",Rettig John R.,CFO,S - Sale+OE,$152.35 ,"-8,358","138,689",-6%,"($1,273,347)",,,,
D,2021-06-08 20:09:00,2021-06-07 00:00:00,TSLA,"Tesla, Inc.",Kirkhorn Zachary,CFO,S - Sale+OE,$587.84 ,"-3,022","58,007",-5%,"($1,776,465)",,,,
D,2021-06-08 20:13:00,2021-06-07 00:00:00,TSLA,"Tesla, Inc.",Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$587.83 ,-903,"18,997",-5%,"($530,814)",,,,
,2021-06-08 20:13:00,2021-06-07 00:00:00,RPRX,Royalty Pharma Plc,Riggs Rory B,Dir,S - Sale,$45.26 ,"-273,650","8,476,380",-3%,"($12,385,399)",,,,
D,2021-06-08 20:26:00,2021-06-07 00:00:00,TSLA,"Tesla, Inc.",Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$587.84 ,"-1,813","19,681",-8%,"($1,065,747)",,,,
D,2021-06-08 20:33:00,2021-06-07 00:00:00,UIS,Unisys Corp,Kenney Gerald P,"SVP, Gen. Counsel, Secretary",S - Sale+OE,$27.72 ,"-12,790","82,323",-13%,"($354,529)",,,,
,2021-06-08 20:36:00,2021-06-07 00:00:00,BILL,"Bill.Com Holdings, Inc.",Jacobs Brian,Dir,S - Sale,$152.37 ,"-2,000","247,965",-1%,"($304,731)",,,,
D,2021-06-08 20:50:00,2021-06-07 00:00:00,SGEN,Seagen Inc.,Himes Vaughn B,Chief Technical Officer,S - Sale+OE,$150.00 ,"-1,303","173,617",-1%,"($195,450)",,,,
DM,2021-06-08 20:56:00,2021-06-07 00:00:00,AMPH,"Amphastar Pharmaceuticals, Inc.",Lee Howard,Dir,S - Sale+OE,$19.30 ,"-15,827","138,933",-10%,"($305,449)",,,,
D,2021-06-08 20:58:00,2021-06-07 00:00:00,AMPH,"Amphastar Pharmaceuticals, Inc.",Petersen Floyd F.,Dir,S - Sale+OE,$19.34 ,"-15,827","79,373",-17%,"($306,039)",,,,
DM,2021-06-08 21:00:00,2021-06-07 00:00:00,SPT,"Sprout Social, Inc.",Howard Justyn Russell,"COB, CEO, 10%",S - Sale+OE,$74.55 ,"-120,000","175,002",-41%,"($8,945,963)",,,,
,2021-06-08 21:34:00,2021-06-07 00:00:00,CHEF,"Chefs' Warehouse, Inc.",Lecouras Patricia,CHRO,S - Sale,$32.04 ,"-2,000","122,153",-2%,"($64,080)",,,,
D,2021-06-08 21:46:00,2021-06-07 00:00:00,CRVL,Corvel Corp,Combs Michael G,"CEO, Pres",S - Sale+OE,$119.00 ,"-15,500","2,137",-88%,"($1,844,559)",,,,
,2021-06-08 21:57:00,2021-06-07 00:00:00,BEEM,Beam Global,Davidson Peter Warner,Dir,S - Sale,$35.88 ,"-10,000","38,034",-21%,"($358,791)",,,,
,2021-06-04 13:33:00,2021-06-04 00:00:00,MSEX,Middlesex Water Co,Reinhard Walter G,Dir,S - Sale,$86.17 ,-300,"7,951",-4%,"($25,851)",,,,
,2021-06-04 14:21:00,2021-06-04 00:00:00,SSY,Sunlink Health Systems Inc,Turner Howard E,Dir,S - Sale,$3.12 ,"-53,421","228,254",-19%,"($166,674)",,,,
D,2021-06-04 16:01:00,2021-06-04 00:00:00,CERN,Cerner Corp,Dalton Travis,"EVP, Chief Client, Serv. Off",S - Sale+OE,$81.17 ,"-23,603","3,530",-87%,"($1,915,856)",,,,
,2021-06-04 16:06:00,2021-06-04 00:00:00,TIPT,Tiptree Inc.,Ilany Jonathan,CEO,P - Purchase,$9.97 ,"1,930","196,282",1%,"$19,242 ",,,,
,2021-06-04 16:13:00,2021-06-04 00:00:00,FELE,Franklin Electric Co Inc,Davis Delancey W,"Pres, Headwater Companies",S - Sale,$82.50 ,-400,"14,167",-3%,"($33,000)",,,,
D,2021-06-04 16:19:00,2021-06-04 00:00:00,CHH,Choice Hotels International Inc /de,McDowell Robert J,Chief Commercial Officer,S - Sale+OE,$119.65 ,"-3,697","31,588",-10%,"($442,346)",,,,
,2021-06-04 16:48:00,2021-06-04 00:00:00,CADE,Cadence Bancorporation,Evans Joseph W,Dir,S - Sale,$22.41 ,"-21,500","369,669",-5%,"($481,815)",,,,
D,2021-06-04 16:48:00,2021-06-04 00:00:00,HVBC,"Hv Bancorp, Inc.",Thompson Travis J,"COB, Pres, CEO",P - Purchase,$20.86 ,"1,000","52,006",2%,"$20,857 ",,,,
,2021-06-04 18:52:00,2021-06-04 00:00:00,MDRX,"Allscripts Healthcare Solutions, Inc.",Klayko Michael,Dir,S - Sale,$18.00 ,"-113,000","66,581",-63%,"($2,034,113)",,,,
,2021-06-04 18:57:00,2021-06-04 00:00:00,LLNW,"Limelight Networks, Inc.",Peterschmidt David,Dir,S - Sale,$3.13 ,"-17,655","76,075",-19%,"($55,260)",,,,
,2021-06-04 19:00:00,2021-06-04 00:00:00,FEYE,"Fireeye, Inc.",Watters John P.,"Pres, COO",P - Purchase,$18.75 ,"25,000","263,608",10%,"$468,628 ",,,,
,2021-06-04 19:03:00,2021-06-04 00:00:00,NARI,"Inari Medical, Inc.",Hoffman William,"Pres, CEO",S - Sale,$83.66 ,"-30,000","891,058",-3%,"($2,509,698)",,,,
D,2021-06-04 20:32:00,2021-06-04 00:00:00,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,388.70 ","-13,889",0,-100%,"($33,176,654)",,,,
D,2021-06-04 21:10:00,2021-06-04 00:00:00,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,443.22 ","-13,889","19,944,169",0%,"($33,933,863)",,,,
DM,2021-06-04 21:09:00,2021-06-04 00:00:00,ALLK,Allakos Inc.,Alexander Robert,CEO,S - Sale+OE,$91.97 ,"-63,597","591,178",-10%,"($5,848,751)",,,,
,2021-06-04 21:12:00,2021-06-04 00:00:00,ALLK,Allakos Inc.,Rasmussen Henrik S Md,Chief Medical Officer,S - Sale,$89.60 ,"-2,435","100,985",-2%,"($218,176)",,,,
,2021-06-03 12:11:00,2021-06-03 00:00:00,ETON,"Eton Pharmaceuticals, Inc.",Brynjelsen Sean,"Pres, CEO",P - Purchase,$5.96 ,"5,000","1,054,940",0%,"$29,800 ",,,,
,2021-06-03 12:31:00,2021-06-03 00:00:00,THR,"Thermon Group Holdings, Inc.",Nesser John T III,Dir,P - Purchase,$17.29 ,"1,022","36,250",3%,"$17,670 ",,,,
,2021-06-03 14:43:00,2021-06-03 00:00:00,MSEX,Middlesex Water Co,Doll Dennis W,"Pres, CEO",S - Sale,$85.20 ,"-2,500","101,008",-2%,"($212,988)",,,,
,2021-06-03 15:09:00,2021-06-03 00:00:00,CCOI,"Cogent Communications Holdings, Inc.",Ferguson Lewis H,Dir,S - Sale,$75.55 ,-750,"11,350",-6%,"($56,665)",,,,
D,2021-06-03 15:20:00,2021-06-03 00:00:00,SCHW,Schwab Charles Corp,Crawford Peter B.,"EVP, CFO",S - Sale+OE,$75.52 ,"-8,500","32,497",-21%,"($641,883)",,,,
,2021-06-03 15:36:00,2021-06-03 00:00:00,GRMN,Garmin Ltd,Burrell Jonathan,"Dir, 10%",S - Sale,$139.73 ,"-65,763","21,089,714",0%,"($9,188,928)",,,,
D,2021-06-03 15:44:00,2021-06-03 00:00:00,SCHW,Schwab Charles Corp,Craig Jonathan M.,Senior EVP,S - Sale+OE,$75.90 ,"-12,500",0,-100%,"($948,769)",,,,
,2021-06-03 15:48:00,2021-06-03 00:00:00,KEX,Kirby Corp,Waterman William M.,Dir,S - Sale,$66.11 ,"-25,000","158,766",-14%,"($1,652,730)",,,,
D,2021-06-03 15:55:00,2021-06-03 00:00:00,ZBRA,Zebra Technologies Corp,Burns Bill,"Chief Product, Solutions",S - Sale+OE,$505.23 ,"-5,000","25,318",-16%,"($2,526,150)",,,,
D,2021-06-03 15:57:00,2021-06-03 00:00:00,ZBRA,Zebra Technologies Corp,Schmitz Jeffrey F,"Chief HR, Marketing Officer",S - Sale+OE,$505.05 ,"-2,012","10,714",-16%,"($1,016,161)",,,,
,2021-06-03 16:11:00,2021-06-03 00:00:00,GRWG,Growgeneration Corp.,Stiefel Sean,Dir,S - Sale,$42.51 ,"-75,000","535,063",-12%,"($3,188,040)",,,,
,2021-06-03 16:12:00,2021-06-03 00:00:00,SOHO,Sotherly Hotels Inc.,Sims Andrew,COB,S - Sale,$3.85 ,"-27,446","1,326,715",-2%,"($105,620)",,,,
,2021-06-03 16:17:00,2021-06-03 00:00:00,NWBI,"Northwest Bancshares, Inc.",McKnight William F,Dir,P - Purchase,$14.16 ,"1,600","49,670",3%,"$22,656 ",,,,
,2021-06-03 16:25:00,2021-06-03 00:00:00,KNSL,"Kinsale Capital Group, Inc.",Petrucelli Bryan P.,"EVP, CFO, Treasurer",S - Sale,$160.36 ,"-1,741","58,523",-3%,"($279,187)",,,,
,2021-06-03 16:25:00,2021-06-03 00:00:00,GCO,Genesco Inc,Martinez Angel R,Dir,P - Purchase,$58.37 ,"1,715","1,883",>999%,"$100,105 ",,,,
,2021-06-03 16:38:00,2021-06-03 00:00:00,GCO,Genesco Inc,Meixelsperger Mary E,Dir,P - Purchase,$58.32 ,"5,000","5,168",>999%,"$291,577 ",,,,
,2021-06-03 17:00:00,2021-06-03 00:00:00,TTWO,Take Two Interactive Software Inc,Emerson Daniel P,GC,S - Sale,$177.65 ,"-4,000","37,873",-10%,"($710,600)",,,,
D,2021-06-03 17:19:00,2021-06-03 00:00:00,BMRC,Bank of Marin Bancorp,Barlow Steven I.,Dir,P - Purchase,$33.71 ,100,"3,414",3%,"$3,371 ",,,,
,2021-06-03 18:19:00,2021-06-03 00:00:00,MATX,"Matson, Inc.",Cox Matthew J,"COB, CEO",S - Sale,$61.96 ,"-5,000","310,544",-2%,"($309,819)",,,,
,2021-06-03 18:20:00,2021-06-03 00:00:00,NXGN,"Nextgen Healthcare, Inc.",Waters Mitchell,"EVP, Commercial Growth",S - Sale,$17.09 ,"-5,102","40,916",-11%,"($87,173)",,,,
D,2021-06-03 18:38:00,2021-06-03 00:00:00,ICUI,Icu Medical Inc/de,Swinney Robert S,Dir,S - Sale+OE,$203.07 ,"-4,500","24,098",-16%,"($913,794)",,,,
D,2021-06-03 18:50:00,2021-06-03 00:00:00,PUBM,"Pubmatic, Inc.","August Capital Management V, L.L.C.",10%,S - Sale+OE,$29.43 ,"-26,630","402,481",-6%,"($783,721)",,,,
D,2021-06-03 18:55:00,2021-06-03 00:00:00,MUR,Murphy Oil Corp,Gardner John B,"VP, Treasurer",S - Sale+OE,$24.61 ,"-2,674",391,-87%,"($65,807)",,,,
D,2021-06-03 18:57:00,2021-06-03 00:00:00,CLVS,"Clovis Oncology, Inc.",Harding Thomas C.,See Remarks,S - Sale+OE,$5.63 ,-138,"2,960",-4%,($777),,,,
D,2021-06-03 18:58:00,2021-06-03 00:00:00,CLVS,"Clovis Oncology, Inc.",Ivers-Read Gillian C,See Remarks,S - Sale+OE,$5.63 ,-283,"249,905",0%,"($1,593)",,,,
D,2021-06-03 19:01:00,2021-06-03 00:00:00,CLVS,"Clovis Oncology, Inc.",Muehl Daniel W,See Remarks,S - Sale+OE,$5.63 ,-231,"55,308",0%,"($1,301)",,,,
D,2021-06-03 19:00:00,2021-06-03 00:00:00,CLVS,"Clovis Oncology, Inc.",Rolfe Lindsey,See Remarks,S - Sale+OE,$5.63 ,-322,"73,602",0%,"($1,813)",,,,
D,2021-06-03 19:03:00,2021-06-03 00:00:00,CLVS,"Clovis Oncology, Inc.",Gross Paul Edward,See Remarks,S - Sale+OE,$5.63 ,-231,"49,262",0%,"($1,301)",,,,
,2021-06-03 19:11:00,2021-06-03 00:00:00,CSV,Carriage Services Inc,Quezada Carlos R.,COO,P - Purchase,$37.47 ,"1,000","3,699",37%,"$37,470 ",,,,
,2021-06-03 19:16:00,2021-06-03 00:00:00,FTNT,"Fortinet, Inc.",Ducourty Kelly,Dir,S - Sale,$216.00 ,-869,896,-49%,"($187,704)",,,,
,2021-06-03 19:41:00,2021-06-03 00:00:00,CVNA,Carvana Co.,Taira Thomas,"Pres, Special Projects",S - Sale,$274.54 ,-155,"44,735",0%,"($42,554)",,,,
,2021-06-03 19:46:00,2021-06-03 00:00:00,NRIM,Northrim Bancorp Inc,Drabek Anthony,Dir,P - Purchase,$44.46 ,555,"3,830",17%,"$24,675 ",,,,
D,2021-06-03 20:18:00,2021-06-03 00:00:00,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,395.99 ","-13,889","19,958,058",0%,"($33,277,934)",,,,
D,2021-06-03 21:16:00,2021-06-03 00:00:00,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,343.25 ","-13,889",0,-100%,"($32,545,450)",,,,
D,2021-06-03 21:17:00,2021-06-03 00:00:00,MNST,Monster Beverage Corp,Tirre Emelie,Pres of the Americas,S - Sale+OE,$95.08 ,"-42,786","13,069",-77%,"($4,068,093)",,,,
,2021-06-04 08:27:00,2021-06-03 00:00:00,TURN,180 Degree Capital Corp. /ny/,Wolfe Daniel B,Pres,P - Purchase,$8.05 ,"2,500","135,000",2%,"$20,125 ",,,,
D,2021-06-04 08:34:00,2021-06-03 00:00:00,CZWI,Citizens Community Bancorp Inc.,Bianchi Stephen M,"CEO, Pres",P - Purchase,$13.90 ,500,"95,148",1%,"$6,950 ",,,,
,2021-06-04 08:56:00,2021-06-03 00:00:00,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,"$1,080.46 ","-2,500","265,407",-1%,"($2,701,144)",,,,
,2021-06-04 09:11:00,2021-06-03 00:00:00,MITI,"Mitesco, Inc.",Diamond Lawrence M.,CEO,P - Purchase,$0.26 ,"60,000","3,695,471",2%,"$15,726 ",,,,
,2021-06-04 09:12:00,2021-06-03 00:00:00,AFL,Aflac Inc,Kiser Georgette D.,Dir,P - Purchase,$57.34 ,50,"10,016",1%,"$2,867 ",,,,
D,2021-06-04 09:34:00,2021-06-03 00:00:00,CRL,"Charles River Laboratories International, Inc.",Knell Michael Gunnar,"CSVP, Chief Accounting Officer",S - Sale+OE,$329.76 ,-800,"4,230",-16%,"($263,809)",,,,
,2021-06-04 09:47:00,2021-06-03 00:00:00,KN,Knowles Corp,Barnes Keith,Dir,S - Sale,$20.28 ,"-6,725","67,674",-9%,"($136,383)",,,,
D,2021-06-04 10:06:00,2021-06-03 00:00:00,CBNK,Capital Bancorp Inc,Bernstein Joshua,Dir,S - Sale+OE,$22.25 ,"-1,000","835,096",0%,"($22,250)",,,,
